Time,Currency,Impact,Event,Actual,Forecast,Previous,Gmt time,Open,High,Low,Close,Volume,Low Impact,Medium Impact,High Impact
20.05.2020 06:00:00.00,GBP,Medium Impact Expected,CPI y/y,0.80%,0.90%,1.50%,1.22620,1.22669,1.22620,1.22669,131.77,'Actual' greater than 'Forecast' is good for currency;,2,1,0
20.05.2020 06:00:00.00,GBP,Low Impact Expected,PPI Input m/m,-5.10%,-4.20%,-3.80%,1.22620,1.22669,1.22620,1.22669,131.77,'Actual' greater than 'Forecast' is good for currency;,2,1,0
20.05.2020 06:00:00.00,GBP,Low Impact Expected,PPI Output m/m,-0.70%,-0.50%,-0.20%,1.22620,1.22669,1.22620,1.22669,131.77,'Actual' greater than 'Forecast' is good for currency;,2,1,0
20.05.2020 06:02:00.00,GBP,Low Impact Expected,Core CPI y/y,1.40%,1.40%,1.60%,1.22684,1.22684,1.22633,1.22639,122.99,'Actual' greater than 'Forecast' is good for currency;,2,0,0
20.05.2020 06:02:00.00,GBP,Low Impact Expected,RPI y/y,1.50%,1.60%,2.60%,1.22684,1.22684,1.22633,1.22639,122.99,'Actual' greater than 'Forecast' is good for currency;,2,0,0
20.05.2020 08:00:00.00,EUR,Low Impact Expected,Current Account,27.4B,29.2B,37.8B,1.09426,1.09450,1.09418,1.09446,168.37,'Actual' greater than 'Forecast' is good for currency;,1,0,0
20.05.2020 08:30:00.00,GBP,Low Impact Expected,HPI y/y,2.10%,1.50%,2.00%,1.22344,1.22345,1.22334,1.22337,207.5,'Actual' greater than 'Forecast' is good for currency;,1,0,0
20.05.2020 09:00:00.00,EUR,Low Impact Expected,Final CPI y/y,0.30%,0.40%,0.40%,1.09422,1.09426,1.09395,1.09395,331.17,'Actual' greater than 'Forecast' is good for currency;,2,0,0
20.05.2020 09:00:00.00,EUR,Low Impact Expected,Final Core CPI y/y,0.90%,0.90%,0.90%,1.09422,1.09426,1.09395,1.09395,331.17,'Actual' greater than 'Forecast' is good for currency;,2,0,0
20.05.2020 12:30:00.00,CAD,Medium Impact Expected,CPI m/m,-0.70%,-0.60%,-0.60%,1.38854,1.38873,1.38845,1.38871,140.9,'Actual' greater than 'Forecast' is good for currency;,4,1,0
20.05.2020 12:30:00.00,CAD,Low Impact Expected,Common CPI y/y,1.60%,1.70%,1.70%,1.38854,1.38873,1.38845,1.38871,140.9,'Actual' greater than 'Forecast' is good for currency;,4,1,0
20.05.2020 12:30:00.00,CAD,Low Impact Expected,Median CPI y/y,2.00%,1.90%,2.00%,1.38854,1.38873,1.38845,1.38871,140.9,'Actual' greater than 'Forecast' is good for currency;,4,1,0
20.05.2020 12:30:00.00,CAD,Low Impact Expected,Trimmed CPI y/y,1.80%,1.80%,1.80%,1.38854,1.38873,1.38845,1.38871,140.9,'Actual' greater than 'Forecast' is good for currency;,4,1,0
20.05.2020 12:30:00.00,CAD,Low Impact Expected,Wholesale Sales m/m,-2.20%,-4.50%,0.30%,1.38854,1.38873,1.38845,1.38871,140.9,'Actual' greater than 'Forecast' is good for currency;,4,1,0
20.05.2020 12:32:00.00,CAD,Low Impact Expected,Core CPI m/m,-0.40%,,0.10%,1.38858,1.38913,1.38858,1.38908,59.46,'Actual' greater than 'Forecast' is good for currency;,1,0,0
20.05.2020 14:00:00.00,EUR,Low Impact Expected,Consumer Confidence,-19,-23,-23,1.09810,1.09823,1.09776,1.09822,330.93,'Actual' greater than 'Forecast' is good for currency;,1,0,0
20.05.2020 14:30:00.00,USD,Low Impact Expected,Crude Oil Inventories,-5.0M,1.7M,-0.7M,1.09915,1.09922,1.09908,1.09922,229.66,'Actual' less than 'Forecast' is good for currency;,1,0,0
20.05.2020 23:00:00.00,AUD,Low Impact Expected,Flash Manufacturing PMI,42.8,,44.1,0.65951,0.65952,0.65938,0.65940,53.89,'Actual' greater than 'Forecast' is good for currency;,2,0,0
20.05.2020 23:00:00.00,AUD,Low Impact Expected,Flash Services PMI,25.5,,19.5,0.65951,0.65952,0.65938,0.65940,53.89,'Actual' greater than 'Forecast' is good for currency;,2,0,0
20.05.2020 23:50:00.00,JPY,Low Impact Expected,Trade Balance,-1.00T,-0.65T,-0.38T,107.606,107.618,107.606,107.611,40.87,'Actual' greater than 'Forecast' is good for currency;,1,0,0
21.05.2020 00:30:00.00,JPY,Low Impact Expected,Flash Manufacturing PMI,38.4,38.5,41.9,107.672,107.676,107.659,107.663,86.77,'Actual' greater than 'Forecast' is good for currency;,1,0,0
21.05.2020 03:00:00.00,NZD,Low Impact Expected,Credit Card Spending y/y,-49.40%,,-9.40%,0.61283,0.61286,0.61275,0.61275,88.15,'Actual' greater than 'Forecast' is good for currency;,1,0,0
21.05.2020 07:15:00.00,EUR,High Impact Expected,French Flash Services PMI,29.4,27.9,10.2,1.09720,1.09723,1.09700,1.09717,510.26,'Actual' greater than 'Forecast' is good for currency;,0,1,1
21.05.2020 07:15:00.00,EUR,Medium Impact Expected,French Flash Manufacturing PMI,40.3,36,31.5,1.09720,1.09723,1.09700,1.09717,510.26,'Actual' greater than 'Forecast' is good for currency;,0,1,1
21.05.2020 07:30:00.00,EUR,High Impact Expected,German Flash Manufacturing PMI,36.8,39.3,34.5,1.09701,1.09702,1.09647,1.09652,433.05,'Actual' greater than 'Forecast' is good for currency;,0,0,2
21.05.2020 07:30:00.00,EUR,High Impact Expected,German Flash Services PMI,31.4,26.3,16.2,1.09701,1.09702,1.09647,1.09652,433.05,'Actual' greater than 'Forecast' is good for currency;,0,0,2
21.05.2020 08:00:00.00,EUR,Medium Impact Expected,Flash Manufacturing PMI,39.5,38,33.4,1.09674,1.09690,1.09662,1.09675,371.57,'Actual' greater than 'Forecast' is good for currency;,0,2,0
21.05.2020 08:00:00.00,EUR,Medium Impact Expected,Flash Services PMI,28.7,25,12,1.09674,1.09690,1.09662,1.09675,371.57,'Actual' greater than 'Forecast' is good for currency;,0,2,0
21.05.2020 08:30:00.00,GBP,Medium Impact Expected,Flash Manufacturing PMI,40.6,35.1,32.6,1.22012,1.22062,1.22011,1.22021,559.51,'Actual' greater than 'Forecast' is good for currency;,0,2,0
21.05.2020 08:30:00.00,GBP,Medium Impact Expected,Flash Services PMI,27.8,24.1,13.4,1.22012,1.22062,1.22011,1.22021,559.51,'Actual' greater than 'Forecast' is good for currency;,0,2,0
21.05.2020 10:00:00.00,GBP,Low Impact Expected,CBI Industrial Order Expectations,-62,-50,-56,1.22278,1.22300,1.22270,1.22294,164.39,'Actual' greater than 'Forecast' is good for currency;,1,0,0
21.05.2020 12:30:00.00,CAD,Low Impact Expected,ADP Non-Farm Employment Change,-226.7K,,-17.2K,1.39075,1.39118,1.39031,1.39034,266.16,'Actual' greater than 'Forecast' is good for currency;,2,0,0
21.05.2020 12:30:00.00,CAD,Low Impact Expected,NHPI m/m,0.00%,-0.10%,0.30%,1.39075,1.39118,1.39031,1.39034,266.16,'Actual' greater than 'Forecast' is good for currency;,2,0,0
21.05.2020 12:30:00.00,USD,Medium Impact Expected,Philly Fed Manufacturing Index,-43.1,-40,-56.6,1.10056,1.10061,1.10029,1.10044,262.97,'Actual' greater than 'Forecast' is good for currency;,0,2,0
21.05.2020 12:30:00.00,USD,Medium Impact Expected,Unemployment Claims,2438K,2400K,2687K,1.10056,1.10061,1.10029,1.10044,262.97,'Actual' less than 'Forecast' is good for currency;,0,2,0
21.05.2020 13:45:00.00,USD,High Impact Expected,Flash Manufacturing PMI,39.8,39.3,36.1,1.09872,1.09881,1.09865,1.09880,195.37,'Actual' greater than 'Forecast' is good for currency;,1,0,1
21.05.2020 13:45:00.00,USD,Low Impact Expected,Flash Services PMI,36.9,32.6,26.7,1.09872,1.09881,1.09865,1.09880,195.37,'Actual' greater than 'Forecast' is good for currency;,1,0,1
21.05.2020 14:00:00.00,USD,Low Impact Expected,CB Leading Index m/m,-4.40%,-5.50%,-7.40%,1.09859,1.09891,1.09856,1.09870,225.52,'Actual' greater than 'Forecast' is good for currency;,3,0,0
21.05.2020 14:00:00.00,USD,Low Impact Expected,Existing Home Sales,4.33M,4.31M,5.27M,1.09859,1.09891,1.09856,1.09870,225.52,'Actual' greater than 'Forecast' is good for currency;,3,0,0
21.05.2020 14:30:00.00,USD,Low Impact Expected,Natural Gas Storage,81B,83B,103B,1.09729,1.09729,1.09691,1.09691,314.36,'Actual' less than 'Forecast' is good for currency;,1,0,0
21.05.2020 22:45:00.00,NZD,Medium Impact Expected,Retail Sales q/q,-0.70%,-1.50%,0.00%,0.61232,0.61278,0.61232,0.61255,80.43,'Actual' greater than 'Forecast' is good for currency;,0,1,0
21.05.2020 22:48:00.00,NZD,Low Impact Expected,Core Retail Sales q/q,0.60%,0.70%,-0.10%,0.61255,0.61256,0.61255,0.61255,25.5,'Actual' greater than 'Forecast' is good for currency;,1,0,0
21.05.2020 23:01:00.00,GBP,Low Impact Expected,GfK Consumer Confidence,-34,,-33,1.22241,1.22241,1.22234,1.22237,45.54,'Actual' greater than 'Forecast' is good for currency;,1,0,0
21.05.2020 23:30:00.00,JPY,Low Impact Expected,National Core CPI y/y,-0.20%,-0.10%,0.40%,107.628,107.629,107.621,107.621,38.35,'Actual' greater than 'Forecast' is good for currency;,1,0,0
22.05.2020 01:00:00.00,JPY,Low Impact Expected,BOJ Policy Rate,-0.10%,-0.10%,-0.10%,107.724,107.724,107.704,107.707,88.13,'Actual' greater than 'Forecast' is good for currency;,1,0,1
22.05.2020 06:00:00.00,GBP,High Impact Expected,Retail Sales m/m,-18.10%,-15.80%,-5.20%,1.22148,1.22195,1.22128,1.22175,208.64,'Actual' greater than 'Forecast' is good for currency;,1,0,1
22.05.2020 06:00:00.00,GBP,Low Impact Expected,Public Sector Net Borrowing,61.4B,48.7B,14.0B,1.22148,1.22195,1.22128,1.22175,208.64,'Actual' less than 'Forecast' is good for currency;,1,0,1
22.05.2020 12:30:00.00,CAD,Medium Impact Expected,Core Retail Sales m/m,-0.40%,-4.80%,0.10%,1.40067,1.40112,1.40059,1.40112,208.31,'Actual' greater than 'Forecast' is good for currency;,1,1,0
22.05.2020 12:30:00.00,CAD,Low Impact Expected,Retail Sales m/m,-10.00%,-10.30%,0.40%,1.40067,1.40112,1.40059,1.40112,208.31,'Actual' greater than 'Forecast' is good for currency;,1,1,0
25.05.2020 01:30:00.00,AUD,Low Impact Expected,Goods Trade Balance,8.32B,,11.35B,0.65302,0.65318,0.65293,0.65297,221.21,'Actual' greater than 'Forecast' is good for currency;,1,0,0
25.05.2020 06:00:00.00,EUR,Low Impact Expected,German Final GDP q/q,-2.20%,-2.20%,-2.20%,1.08879,1.08903,1.08879,1.08901,83.62,'Actual' greater than 'Forecast' is good for currency;,1,0,0
25.05.2020 08:00:00.00,EUR,Low Impact Expected,German ifo Business Climate,79.5,78.3,74.2,1.08758,1.08790,1.08755,1.08776,347.82,'Actual' greater than 'Forecast' is good for currency;,1,0,0
25.05.2020 12:56:00.00,EUR,Low Impact Expected,Belgian NBB Business Climate,-34.4,-29.7,-36.1,1.09050,1.09054,1.09045,1.09045,40.31,'Actual' greater than 'Forecast' is good for currency;,1,0,0
25.05.2020 22:45:00.00,NZD,Low Impact Expected,Trade Balance,1267M,1250M,722M,0.61009,0.61015,0.61009,0.61014,34.29,'Actual' greater than 'Forecast' is good for currency;,1,0,0
25.05.2020 23:50:00.00,JPY,Low Impact Expected,SPPI y/y,1.00%,1.30%,1.60%,107.695,107.695,107.684,107.689,46.18,'Actual' greater than 'Forecast' is good for currency;,1,0,0
26.05.2020 04:30:00.00,JPY,Low Impact Expected,All Industries Activity m/m,-3.80%,-3.90%,-0.70%,107.833,107.844,107.833,107.841,65.04,-,1,0,0
26.05.2020 05:00:00.00,JPY,Low Impact Expected,BOJ Core CPI y/y,-0.10%,0.00%,0.10%,107.832,107.844,107.832,107.842,42.63,'Actual' greater than 'Forecast' is good for currency;,1,0,0
26.05.2020 06:00:00.00,EUR,Low Impact Expected,German GfK Consumer Climate,-18.9,-19.1,-23.1,1.09221,1.09224,1.09213,1.09221,199.44,'Actual' greater than 'Forecast' is good for currency;,1,0,0
26.05.2020 06:02:00.00,CHF,Low Impact Expected,Trade Balance,4.04B,3.89B,3.96B,0.97066,0.97075,0.97057,0.97058,40.27,'Actual' greater than 'Forecast' is good for currency;,1,0,0
26.05.2020 10:00:00.00,GBP,Low Impact Expected,CBI Realized Sales,-50,-65,-55,1.23117,1.23132,1.23115,1.23119,152.45,'Actual' greater than 'Forecast' is good for currency;,1,0,0
26.05.2020 13:00:00.00,USD,Low Impact Expected,HPI m/m,0.10%,0.60%,0.80%,1.09706,1.09718,1.09702,1.09714,114.42,'Actual' greater than 'Forecast' is good for currency;,2,0,0
26.05.2020 13:00:00.00,USD,Low Impact Expected,S&P/CS Composite-20 HPI y/y,3.90%,3.40%,3.50%,1.09706,1.09718,1.09702,1.09714,114.42,'Actual' greater than 'Forecast' is good for currency;,2,0,0
26.05.2020 14:00:00.00,USD,Medium Impact Expected,CB Consumer Confidence,86.6,87.1,85.7,1.09793,1.09826,1.09792,1.09815,444.29,'Actual' greater than 'Forecast' is good for currency;,1,1,0
26.05.2020 14:00:00.00,USD,Low Impact Expected,New Home Sales,623K,492K,619K,1.09793,1.09826,1.09792,1.09815,444.29,'Actual' greater than 'Forecast' is good for currency;,1,1,0
27.05.2020 01:30:00.00,AUD,Low Impact Expected,Construction Work Done q/q,-1.00%,-1.50%,-2.90%,0.66513,0.66526,0.66513,0.66514,120.12,'Actual' greater than 'Forecast' is good for currency;,1,0,0
27.05.2020 08:00:00.00,CHF,Low Impact Expected,Credit Suisse Economic Expectations,31.3,,12.7,0.96957,0.96960,0.96948,0.96948,117.92,'Actual' greater than 'Forecast' is good for currency;,1,0,0
27.05.2020 12:30:00.00,CAD,Low Impact Expected,Building Permits m/m,-17.10%,-16.50%,-13.40%,1.37445,1.37449,1.37428,1.37447,102.5,'Actual' greater than 'Forecast' is good for currency;,1,0,0
27.05.2020 13:59:00.00,USD,Low Impact Expected,Richmond Manufacturing Index,-27,-40,-53,1.09867,1.09876,1.09861,1.09876,409.48,'Actual' greater than 'Forecast' is good for currency;,1,0,0
28.05.2020 01:00:00.00,NZD,Medium Impact Expected,ANZ Business Confidence,-41.8,,-45.6,0.61890,0.61902,0.61890,0.61902,86.25,'Actual' greater than 'Forecast' is good for currency;,0,1,0
28.05.2020 01:30:00.00,AUD,High Impact Expected,Private Capital Expenditure q/q,-1.60%,-2.60%,-2.60%,0.66217,0.66244,0.66213,0.66241,171.26,'Actual' greater than 'Forecast' is good for currency;,0,0,1
28.05.2020 04:00:00.00,EUR,Low Impact Expected,German Prelim CPI m/m,-0.10%,0.10%,0.40%,1.10115,1.10116,1.10103,1.10105,94.71,'Actual' greater than 'Forecast' is good for currency;,1,0,0
28.05.2020 07:00:00.00,EUR,Low Impact Expected,Spanish Flash CPI y/y,-1.00%,-1.00%,-0.70%,1.10199,1.10206,1.10189,1.10190,239.48,'Actual' greater than 'Forecast' is good for currency;,1,0,0
28.05.2020 12:30:00.00,CAD,Low Impact Expected,Current Account,-11.1B,-10.2B,-9.3B,1.37673,1.37768,1.37667,1.37768,285.22,'Actual' greater than 'Forecast' is good for currency;,1,0,0
28.05.2020 12:30:00.00,USD,High Impact Expected,Prelim GDP q/q,-5.00%,-4.80%,-4.80%,1.10104,1.10124,1.10102,1.10104,319.01,'Actual' greater than 'Forecast' is good for currency;,1,3,1
28.05.2020 12:30:00.00,USD,Medium Impact Expected,Core Durable Goods Orders m/m,-7.40%,-14.80%,-0.40%,1.10104,1.10124,1.10102,1.10104,319.01,'Actual' greater than 'Forecast' is good for currency;,1,3,1
28.05.2020 12:30:00.00,USD,Medium Impact Expected,Durable Goods Orders m/m,-17.20%,-19.00%,-14.70%,1.10104,1.10124,1.10102,1.10104,319.01,'Actual' greater than 'Forecast' is good for currency;,1,3,1
28.05.2020 12:30:00.00,USD,Medium Impact Expected,Unemployment Claims,2123K,2100K,2446K,1.10104,1.10124,1.10102,1.10104,319.01,'Actual' less than 'Forecast' is good for currency;,1,3,1
28.05.2020 12:30:00.00,USD,Low Impact Expected,Prelim GDP Price Index q/q,1.40%,1.30%,1.30%,1.10104,1.10124,1.10102,1.10104,319.01,'Actual' greater than 'Forecast' is good for currency;,1,3,1
28.05.2020 14:00:00.00,USD,Medium Impact Expected,Pending Home Sales m/m,-21.80%,-15.00%,-20.80%,1.10390,1.10393,1.10363,1.10369,345.75,'Actual' greater than 'Forecast' is good for currency;,0,1,0
28.05.2020 14:30:00.00,USD,Low Impact Expected,Natural Gas Storage,109B,113B,81B,1.10543,1.10547,1.10508,1.10515,285.83,'Actual' less than 'Forecast' is good for currency;,1,0,0
28.05.2020 15:00:00.00,USD,Low Impact Expected,Crude Oil Inventories,7.9M,-2.5M,-5.0M,1.10551,1.10564,1.10535,1.10556,379.85,'Actual' less than 'Forecast' is good for currency;,2,0,0
28.05.2020 23:30:00.00,JPY,Low Impact Expected,Tokyo Core CPI y/y,0.20%,-0.20%,-0.10%,107.700,107.705,107.699,107.705,33.69,'Actual' greater than 'Forecast' is good for currency;,2,0,0
28.05.2020 23:30:00.00,JPY,Low Impact Expected,Unemployment Rate,2.60%,2.70%,2.50%,107.700,107.705,107.699,107.705,33.69,'Actual' less than 'Forecast' is good for currency;,2,0,0
28.05.2020 23:50:00.00,JPY,Low Impact Expected,Prelim Industrial Production m/m,-9.10%,-5.50%,-3.70%,107.645,107.646,107.640,107.642,29.91,'Actual' greater than 'Forecast' is good for currency;,2,0,0
28.05.2020 23:50:00.00,JPY,Low Impact Expected,Retail Sales y/y,-13.70%,-11.20%,-4.70%,107.645,107.646,107.640,107.642,29.91,'Actual' greater than 'Forecast' is good for currency;,2,0,0
